trans_id,cliente_id,valor,mcc,payment_method,taxa_padrao_esperada,isencao_documentada,taxa_cobrada_real
T100497,C119,527.24,4511,credit,0.025,False,0.025
T100498,C145,1952.74,4511,debit,0.028,False,0.028
T100499,C128,1410.98,8011,credit,0.0,True,0.0
T100500,C122,186.8,4511,credit,0.03,False,0.03
T100501,C107,312.47,5813,pix_debit,0.0,True,0.0
T100502,C122,296.27,8299,pix_credit,0.03,False,0.0
T100503,C132,94.89,4511,credit,0.028,False,0.028
T100504,C124,42.24,4511,debit,0.03,False,0.03
T100505,C101,288.65,5411,credit,0.028,False,0.028
T100506,C120,136.26999999999998,5411,debit,0.025,False,0.025
T100507,C135,478.63,5411,credit,0.028,False,0.028
T100508,C130,118.65,7512,debit,0.0,True,0.025
T100509,C119,105.31,7512,pix_credit,0.025,False,0.025
T100510,C103,290.9,8011,debit,0.025,False,0.025
T100511,C100,494.48,5812,credit,0.03,False,0.03
T100512,C145,268.61,5813,credit,0.028,False,0.028
T100513,C104,100.12,8011,debit,0.03,False,0.03
T100514,C111,80.67,7512,debit,0.03,False,0.03
T100515,C122,202.54,5941,debit,0.03,False,0.03
T100516,C142,339.11,5812,credit,0.0,True,0.0
T100517,C122,51.49,5411,credit,0.03,False,0.03
T100518,C112,372.11,8299,pix_debit,0.03,False,0.0
T100519,C127,377.33,5941,debit,0.0,True,0.0
T100520,C126,117.79,7512,credit,0.03,False,0.03
T100521,C142,262.96000000000004,4511,voucher,0.0,True,0.0
T100522,C100,113.0,8011,credit,0.03,False,0.03
T100523,C149,141.89,5813,credit,0.028,False,0.028
T100524,C130,87.61,5411,pix_credit,0.0,True,0.025
T100525,C149,578.08,7512,credit,0.028,False,0.028
T100526,C104,293.55,7512,debit,0.03,False,0.03
T100527,C130,115.42,5812,pix_debit,0.0,True,0.0
T100528,C122,239.45,5813,debit,0.03,False,0.03
T100529,C138,349.28,5813,credit,0.03,False,0.03
T100530,C138,200.59,4511,pix_credit,0.03,False,0.03
T100531,C144,25.29,5411,credit,0.025,False,0.025
T100532,C135,72.5,5941,voucher,0.028,False,0.028
T100533,C123,233.36,8011,pix_debit,0.025,False,0.0
T100534,C126,142.87,8011,credit,0.03,False,0.03
T100535,C130,69.4,4511,credit,0.0,True,0.025
T100536,C142,68.0,5411,credit,0.0,True,0.0
T100537,C107,437.66,8299,pix_credit,0.0,True,0.0
T100538,C102,145.28,5812,credit,0.028,False,0.028
T100539,C138,910.6,7512,debit,0.03,False,0.03
T100540,C127,204.95,5813,pix_credit,0.0,True,0.0
T100541,C100,671.04,5812,credit,0.03,False,0.03
T100542,C148,349.13,5941,pix_debit,0.028,False,0.0
T100543,C119,39.6,7512,credit,0.025,False,0.025
T100544,C129,133.25,8299,credit,0.03,False,0.0
T100545,C146,31.72,8299,pix_credit,0.028,False,0.0
T100546,C135,310.88,8299,credit,0.028,False,0.0
T100547,C139,207.87,8011,credit,0.0,True,0.0
T100548,C114,506.0,7512,credit,0.025,False,0.025
T100549,C146,258.93,5941,debit,0.028,False,0.028
T100550,C131,236.22,5411,credit,0.03,False,0.03
T100551,C149,197.71,5411,pix_debit,0.028,False,0.0
T100552,C138,415.45,5812,pix_debit,0.03,False,0.0
T100553,C148,191.08,5812,credit,0.028,False,0.028
T100554,C104,136.09,5941,voucher,0.03,False,0.03
T100555,C139,83.03,5941,debit,0.0,True,0.0
T100556,C117,491.8,4511,credit,0.0,True,0.0
T100557,C127,237.22,5812,debit,0.0,True,0.0
T100558,C126,152.62,4511,pix_debit,0.03,False,0.0
T100559,C120,98.27,7512,credit,0.025,False,0.025
T100560,C102,114.66,7512,debit,0.028,False,0.028
T100561,C126,823.27,8011,debit,0.03,False,0.03
T100562,C107,65.52000000000001,7512,pix_credit,0.0,True,0.0
T100563,C148,88.48,7512,debit,0.028,False,0.028
T100564,C120,284.13,5812,debit,0.025,False,0.025
T100565,C133,407.3,5941,pix_debit,0.025,False,0.0
T100566,C140,143.45,4511,pix_debit,0.025,False,0.0
T100567,C114,63.3,8011,credit,0.025,False,0.025
T100568,C124,188.92,8011,credit,0.03,False,0.03
T100569,C109,96.81,7512,voucher,0.028,False,0.028
T100570,C130,46.66,8011,pix_credit,0.0,True,0.025
T100571,C131,257.3,5411,debit,0.03,False,0.03
T100572,C130,58.97,5411,debit,0.0,True,0.025
T100573,C101,864.98,5812,credit,0.028,False,0.028
T100574,C145,332.88,4511,debit,0.028,False,0.028
T100575,C126,306.31,5411,credit,0.03,False,0.03
T100576,C106,171.67,4511,credit,0.025,False,0.025
T100577,C146,85.04,5411,credit,0.028,False,0.028
T100578,C125,1128.33,7512,pix_debit,0.025,False,0.0
T100579,C120,127.93,5813,credit,0.025,False,0.025
T100580,C149,125.24,5813,credit,0.028,False,0.028
T100581,C148,108.17,5941,credit,0.028,False,0.028
T100582,C104,77.33,7512,credit,0.03,False,0.03
T100583,C137,290.98,5941,pix_debit,0.028,False,0.0
T100584,C133,187.79,5411,credit,0.025,False,0.025
T100585,C106,349.59,5411,credit,0.025,False,0.025
T100586,C143,101.43,8011,credit,0.028,False,0.028
T100587,C116,73.91,5813,debit,0.03,False,0.03
T100588,C104,57.41,8011,debit,0.03,False,0.03
T100589,C149,116.56,4511,debit,0.028,False,0.028
T100590,C109,133.1,8011,debit,0.028,False,0.028
T100591,C143,49.77,5813,pix_debit,0.028,False,0.0
T100592,C146,31.03,8299,credit,0.028,False,0.0
T100593,C124,2134.55,5812,credit,0.03,False,0.03
T100594,C108,118.68,7512,credit,0.03,False,0.03
T100595,C101,460.43,8299,pix_credit,0.028,False,0.0
T100596,C101,55.46,4511,credit,0.028,False,0.028
T100597,C104,155.33,5813,pix_credit,0.03,False,0.03
T100598,C135,74.84,5813,debit,0.028,False,0.028
T100599,C119,67.71000000000001,5813,debit,0.025,False,0.025
T100600,C148,900.46,8299,credit,0.028,False,0.0
T100601,C134,112.72,5812,credit,0.03,False,0.03
T100602,C114,80.75,5941,credit,0.025,False,0.025
T100603,C104,72.21000000000001,5812,debit,0.03,False,0.03
T100604,C135,146.44,8299,credit,0.028,False,0.0
T100605,C144,293.28,5941,credit,0.025,False,0.025
T100606,C120,98.97,4511,pix_debit,0.025,False,0.0
T100607,C107,116.2,5813,debit,0.0,True,0.0
T100608,C136,122.97,5411,pix_credit,0.028,False,0.028
T100609,C113,153.43,5813,pix_debit,0.028,False,0.0
T100610,C148,81.05,5941,pix_debit,0.028,False,0.0
T100611,C105,325.12,8299,credit,0.028,False,0.0
T100612,C118,170.4,5813,debit,0.025,False,0.025
T100613,C134,96.97,5812,debit,0.03,False,0.03
T100614,C123,38.9,4511,debit,0.025,False,0.025
T100615,C137,182.87,5812,pix_debit,0.028,False,0.0
T100616,C109,173.52,4511,debit,0.028,False,0.028
T100617,C107,80.67,5941,debit,0.0,True,0.0
T100618,C113,80.7,5941,credit,0.028,False,0.028
T100619,C144,425.04,5813,pix_debit,0.025,False,0.0
T100620,C115,112.1,5813,pix_debit,0.03,False,0.0
T100621,C120,78.9,5941,credit,0.025,False,0.025
T100622,C105,33.96,4511,pix_credit,0.028,False,0.028
T100623,C148,227.81,5813,pix_debit,0.028,False,0.0
T100624,C133,92.96,5941,credit,0.025,False,0.025
T100625,C133,80.44,5812,debit,0.025,False,0.025
T100626,C113,113.89,5813,pix_debit,0.028,False,0.0
T100627,C141,68.72999999999999,5812,debit,0.0,True,0.025
T100628,C126,306.16,8011,debit,0.03,False,0.03
T100629,C113,563.71,4511,voucher,0.028,False,0.028
T100630,C131,251.62,5411,credit,0.03,False,0.03
T100631,C130,373.69,5411,pix_debit,0.0,True,0.0
T100632,C106,420.76,5411,credit,0.025,False,0.025
T100633,C128,584.84,4511,credit,0.0,True,0.0
T100634,C145,234.69,4511,credit,0.028,False,0.028
T100635,C131,271.19,5813,pix_credit,0.03,False,0.03
T100636,C109,293.06,5941,pix_credit,0.028,False,0.028
T100637,C111,227.57,4511,credit,0.03,False,0.03
T100638,C134,62.15,5411,credit,0.03,False,0.03
T100639,C112,63.01,7512,credit,0.03,False,0.03
T100640,C125,311.01,8299,credit,0.025,False,0.0
T100641,C147,110.17,5813,pix_credit,0.03,False,0.03
T100642,C144,249.02,4511,debit,0.025,False,0.025
T100643,C120,378.47,8011,debit,0.025,False,0.025
T100644,C102,208.38,8011,debit,0.028,False,0.028
T100645,C128,459.13,5941,credit,0.0,True,0.0
T100646,C124,176.27,4511,credit,0.03,False,0.03
T100647,C113,169.65,5941,debit,0.028,False,0.028
T100648,C148,195.41,5941,debit,0.028,False,0.028
T100649,C102,279.13,5813,debit,0.028,False,0.028
T100650,C129,142.03,7512,debit,0.03,False,0.03
T100651,C134,138.59,8011,debit,0.03,False,0.03
T100652,C146,76.68,5941,credit,0.028,False,0.028
T100653,C139,85.22,5813,credit,0.0,True,0.0
T100654,C140,111.81,5941,pix_debit,0.025,False,0.0
T100655,C129,80.42,5813,credit,0.03,False,0.03
T100656,C124,614.02,7512,debit,0.03,False,0.03
T100657,C120,360.49,5812,credit,0.025,False,0.025
T100658,C112,351.14,4511,credit,0.03,False,0.03
T100659,C125,92.59,5812,credit,0.025,False,0.025
T100660,C136,257.21000000000004,5813,pix_debit,0.028,False,0.0
T100661,C103,321.93,4511,credit,0.025,False,0.025
T100662,C100,839.45,5812,pix_debit,0.03,False,0.0
T100663,C138,334.47,4511,debit,0.03,False,0.03
T100664,C108,84.97,5411,pix_debit,0.03,False,0.0
T100665,C123,673.91,5813,pix_debit,0.025,False,0.0
T100666,C147,116.84,5411,pix_debit,0.03,False,0.0
T100667,C112,28.97,8011,credit,0.03,False,0.03
T100668,C117,232.85,4511,pix_debit,0.0,True,0.0
T100669,C111,67.06,5813,debit,0.03,False,0.03
T100670,C104,240.62,5813,pix_debit,0.03,False,0.0
T100671,C138,154.92,8011,debit,0.03,False,0.03
T100672,C138,74.22,5812,pix_debit,0.03,False,0.0
T100673,C130,64.5,8299,debit,0.0,True,0.0
T100674,C142,331.23,8299,credit,0.0,True,0.0
T100675,C123,171.99,5813,pix_debit,0.025,False,0.0
T100676,C110,211.18,5941,pix_debit,0.025,False,0.0
T100677,C132,87.87,5812,pix_debit,0.028,False,0.0
T100678,C133,82.8,8299,credit,0.025,False,0.0
T100679,C148,593.24,5812,credit,0.028,False,0.028
T100680,C107,40.35,8299,debit,0.0,True,0.0
T100681,C110,23.71,8299,debit,0.025,False,0.0
T100682,C121,128.51999999999998,8011,debit,0.03,False,0.03
T100683,C142,148.04,5941,debit,0.0,True,0.0
T100684,C147,143.12,5812,credit,0.03,False,0.03
T100685,C102,1021.66,5812,pix_debit,0.028,False,0.0
T100686,C112,257.03,7512,debit,0.03,False,0.03
T100687,C113,279.43,5812,debit,0.028,False,0.028
T100688,C100,138.91,8011,credit,0.03,False,0.03
T100689,C122,1458.33,7512,debit,0.03,False,0.03
T100690,C143,222.28,8299,credit,0.028,False,0.0
T100691,C109,1418.79,4511,voucher,0.028,False,0.028
T100692,C125,439.2,5812,debit,0.025,False,0.025
T100693,C119,179.09,5812,credit,0.025,False,0.025
T100694,C144,26.94,4511,credit,0.025,False,0.025
T100695,C149,70.96000000000001,5813,debit,0.028,False,0.028
T100696,C146,473.53,7512,credit,0.028,False,0.028
T100697,C103,83.42,8011,credit,0.025,False,0.025
T100698,C143,334.93,4511,pix_credit,0.028,False,0.028
T100699,C121,238.13,5813,voucher,0.03,False,0.03
T100700,C129,56.96,4511,debit,0.03,False,0.03
T100701,C149,306.21,8011,debit,0.028,False,0.028
T100702,C131,71.02000000000001,5812,debit,0.03,False,0.03
T100703,C121,305.32,4511,debit,0.03,False,0.03
T100704,C136,102.17,7512,credit,0.028,False,0.028
T100705,C131,218.95,5812,pix_credit,0.03,False,0.03
T100706,C128,1519.65,4511,pix_credit,0.0,True,0.0
T100707,C104,202.2,5812,pix_debit,0.03,False,0.0
T100708,C109,348.27,5813,pix_debit,0.028,False,0.0
T100709,C127,184.21,4511,credit,0.0,True,0.0
T100710,C133,244.29,5812,credit,0.025,False,0.025
T100711,C135,88.51,7512,credit,0.028,False,0.028
T100712,C139,32.03,7512,credit,0.0,True,0.0
T100713,C110,44.44,7512,pix_debit,0.025,False,0.0
T100714,C147,516.4300000000001,5813,pix_debit,0.03,False,0.0
T100715,C118,125.4,8299,debit,0.025,False,0.0
T100716,C120,28.09,7512,pix_debit,0.025,False,0.0
T100717,C141,3165.52,5812,credit,0.0,True,0.025
T100718,C112,64.71000000000001,4511,credit,0.03,False,0.03
T100719,C124,85.19,8299,credit,0.03,False,0.0
T100720,C126,119.69,8011,debit,0.03,False,0.03
T100721,C130,174.03,8011,credit,0.0,True,0.025
T100722,C104,220.17,4511,credit,0.03,False,0.03
T100723,C127,204.44,5941,credit,0.0,True,0.0
T100724,C129,270.78,8299,pix_debit,0.03,False,0.0
T100725,C121,99.17,7512,debit,0.03,False,0.03
T100726,C148,165.51,5411,pix_credit,0.028,False,0.028
T100727,C120,95.13,5812,debit,0.025,False,0.025
T100728,C132,95.75,7512,debit,0.028,False,0.028
T100729,C144,294.57,8011,pix_debit,0.025,False,0.0
T100730,C111,339.04,8011,debit,0.03,False,0.03
T100731,C114,46.46,5813,pix_credit,0.025,False,0.025
T100732,C137,176.77,5813,credit,0.028,False,0.028
T100733,C124,133.76999999999998,5411,pix_credit,0.03,False,0.03
T100734,C127,53.43,5941,voucher,0.0,True,0.0
T100735,C100,323.67,5411,pix_debit,0.03,False,0.0
T100736,C112,104.34,5411,debit,0.03,False,0.03
T100737,C121,39.29,5941,credit,0.03,False,0.03
T100738,C117,304.67,5812,debit,0.0,True,0.0
T100739,C133,311.46,5941,debit,0.025,False,0.025
T100740,C112,618.7,7512,pix_credit,0.03,False,0.03
T100741,C110,214.92,8011,debit,0.025,False,0.025
T100742,C104,122.18,4511,pix_debit,0.03,False,0.0
T100743,C142,69.84,8011,credit,0.0,True,0.0
T100744,C128,370.54,5941,credit,0.0,True,0.0
T100745,C107,51.98,7512,debit,0.0,True,0.0
T100746,C122,197.02,5813,debit,0.03,False,0.03
T100747,C104,46.04,5813,debit,0.03,False,0.03
T100748,C143,472.1,5812,credit,0.028,False,0.028
T100749,C137,243.96,5813,pix_credit,0.028,False,0.028
T100750,C115,162.4,7512,pix_credit,0.03,False,0.03
T100751,C124,58.56,8011,debit,0.03,False,0.03
T100752,C141,341.3,7512,credit,0.0,True,0.025
T100753,C118,150.39,5411,debit,0.025,False,0.025
T100754,C112,87.88,8011,debit,0.03,False,0.03
T100755,C124,190.97,5812,debit,0.03,False,0.03
T100756,C114,142.79,8299,credit,0.025,False,0.0
T100757,C118,310.92,8299,debit,0.025,False,0.0
T100758,C109,43.24,8011,debit,0.028,False,0.028
T100759,C111,311.4,5411,credit,0.03,False,0.03
T100760,C102,33.83,5812,pix_credit,0.028,False,0.028
T100761,C131,509.18,7512,pix_credit,0.03,False,0.03
T100762,C111,56.5,5812,debit,0.03,False,0.03
T100763,C100,215.9,8299,credit,0.03,False,0.0
T100764,C149,131.44,5411,pix_debit,0.028,False,0.0
T100765,C147,71.27000000000001,8299,voucher,0.03,False,0.0
T100766,C113,534.72,5812,pix_debit,0.028,False,0.0
T100767,C114,243.7,7512,credit,0.025,False,0.025
T100768,C136,227.89,5812,credit,0.028,False,0.028
T100769,C109,50.97,8011,debit,0.028,False,0.028
T100770,C117,69.95,5941,pix_debit,0.0,True,0.0
T100771,C113,121.08,8299,debit,0.028,False,0.0
T100772,C118,25.39,5941,pix_credit,0.025,False,0.025
T100773,C116,163.71,5812,debit,0.03,False,0.03
T100774,C114,79.84,5411,credit,0.025,False,0.025
T100775,C132,93.0,5941,credit,0.028,False,0.028
T100776,C135,110.29,8299,credit,0.028,False,0.0
T100777,C137,817.39,5411,debit,0.028,False,0.028
T100778,C139,3295.0,8299,debit,0.0,True,0.0
T100779,C126,123.32,7512,voucher,0.03,False,0.03
T100780,C107,552.16,8299,credit,0.0,True,0.0
T100781,C121,55.28,5813,pix_credit,0.03,False,0.03
T100782,C136,59.13,4511,pix_credit,0.028,False,0.028
T100783,C123,44.28,5812,credit,0.025,False,0.025
T100784,C124,348.66,5941,debit,0.03,False,0.03
T100785,C142,427.2,4511,debit,0.0,True,0.0
T100786,C142,153.69,5411,pix_debit,0.0,True,0.0
T100787,C105,382.99,5941,debit,0.028,False,0.028
T100788,C114,438.26,8011,debit,0.025,False,0.025
T100789,C110,323.93,5941,credit,0.025,False,0.025
T100790,C108,429.17,5941,debit,0.03,False,0.03
T100791,C146,564.58,5941,pix_debit,0.028,False,0.0
T100792,C148,76.91,7512,credit,0.028,False,0.028
T100793,C141,91.55,5813,pix_debit,0.0,True,0.0
T100794,C105,115.0,7512,pix_credit,0.028,False,0.028
T100795,C133,22.75,8299,pix_debit,0.025,False,0.0
T100796,C109,629.49,5813,debit,0.028,False,0.028
T100797,C123,296.8,5812,debit,0.025,False,0.025
T100798,C106,337.7,8299,credit,0.025,False,0.0
T100799,C147,146.79,5941,pix_debit,0.03,False,0.0
T100800,C137,348.73,5812,pix_debit,0.028,False,0.0
T100801,C128,239.02,8011,credit,0.0,True,0.0
T100802,C121,767.51,8299,debit,0.03,False,0.0
T100803,C131,211.79,5411,debit,0.03,False,0.03
T100804,C107,127.26,8011,credit,0.0,True,0.0
T100805,C111,198.72,5812,debit,0.03,False,0.03
T100806,C146,306.33,5813,credit,0.028,False,0.028
T100807,C110,65.28,8011,voucher,0.025,False,0.025
T100808,C123,263.93,7512,debit,0.025,False,0.025
T100809,C126,157.37,8299,credit,0.03,False,0.0
T100810,C100,167.38,7512,debit,0.03,False,0.03
T100811,C133,122.0,5411,credit,0.025,False,0.025
T100812,C115,35.66,8011,credit,0.03,False,0.03
T100813,C144,534.4,5812,pix_credit,0.025,False,0.025
T100814,C149,126.86,8011,voucher,0.028,False,0.028
T100815,C147,336.12,4511,credit,0.03,False,0.03
T100816,C101,76.27,8011,pix_debit,0.028,False,0.0
T100817,C105,110.69,8299,pix_debit,0.028,False,0.0
T100818,C141,41.89,5411,pix_debit,0.0,True,0.0
T100819,C115,316.19,4511,pix_credit,0.03,False,0.03
T100820,C117,59.66,5941,credit,0.0,True,0.0
T100821,C120,27.29,7512,pix_credit,0.025,False,0.025
T100822,C104,348.62,5941,debit,0.03,False,0.03
T100823,C136,227.05,5941,debit,0.028,False,0.028
T100824,C138,464.13,8299,credit,0.03,False,0.0
T100825,C122,52.85,5813,pix_credit,0.03,False,0.03
T100826,C111,203.62,5812,credit,0.03,False,0.03
T100827,C140,327.58,8299,debit,0.025,False,0.0
T100828,C125,263.99,7512,credit,0.025,False,0.025
T100829,C132,167.56,4511,credit,0.028,False,0.028
T100830,C124,183.63,5812,credit,0.03,False,0.03
T100831,C117,141.13,5941,debit,0.0,True,0.0
T100832,C102,18.96,8011,debit,0.028,False,0.028
T100833,C144,87.6,5411,debit,0.025,False,0.025
T100834,C117,210.6,8011,pix_credit,0.0,True,0.0
T100835,C111,252.74,8299,voucher,0.03,False,0.0
T100836,C141,179.84,8299,debit,0.0,True,0.0
T100837,C107,96.45,5813,credit,0.0,True,0.0
T100838,C102,63.71,7512,debit,0.028,False,0.028
T100839,C139,203.4,8299,credit,0.0,True,0.0
T100840,C113,161.73,5813,credit,0.028,False,0.028
T100841,C116,96.23,7512,credit,0.03,False,0.03
T100842,C119,97.91,5941,credit,0.025,False,0.025
T100843,C137,463.35,5812,debit,0.028,False,0.028
T100844,C147,217.21,5813,credit,0.03,False,0.03
T100845,C128,107.42,8011,credit,0.0,True,0.0
T100846,C115,331.4,5411,debit,0.03,False,0.03
T100847,C149,84.65,5411,debit,0.028,False,0.028
T100848,C120,171.63,5941,credit,0.025,False,0.025
T100849,C123,129.65,5812,credit,0.025,False,0.025
T100850,C131,738.8,5812,debit,0.03,False,0.03
T100851,C144,105.44,4511,pix_credit,0.025,False,0.025
T100852,C141,288.91,8299,debit,0.0,True,0.0
T100853,C132,572.68,7512,credit,0.028,False,0.028
T100854,C117,220.43,5812,debit,0.0,True,0.0
T100855,C142,200.3,5813,pix_debit,0.0,True,0.0
T100856,C127,39.69,4511,debit,0.0,True,0.0
T100857,C140,215.95,5812,debit,0.025,False,0.025
T100858,C116,806.73,8011,credit,0.03,False,0.03
T100859,C142,63.39,7512,debit,0.0,True,0.0
T100860,C127,135.86,8011,debit,0.0,True,0.0
T100861,C138,61.37,8011,pix_debit,0.03,False,0.0
T100862,C123,344.24,5812,credit,0.025,False,0.025
T100863,C113,195.44,7512,debit,0.028,False,0.028
T100864,C130,306.51,5411,pix_debit,0.0,True,0.0
T100865,C119,90.02,8011,pix_credit,0.025,False,0.025
T100866,C109,114.82,7512,debit,0.028,False,0.028
T100867,C144,107.24,5941,credit,0.025,False,0.025
T100868,C110,353.68,8299,pix_credit,0.025,False,0.0
T100869,C147,50.76,7512,credit,0.03,False,0.03
T100870,C118,158.55,7512,pix_debit,0.025,False,0.0
T100871,C139,120.36,8011,credit,0.0,True,0.0
T100872,C120,331.42,5813,credit,0.025,False,0.025
T100873,C117,699.83,8299,credit,0.0,True,0.0
T100874,C122,39.91,7512,credit,0.03,False,0.03
T100875,C133,564.03,5812,pix_credit,0.025,False,0.025
T100876,C147,266.41,8011,credit,0.03,False,0.03
T100877,C132,39.35,8299,pix_credit,0.028,False,0.0
T100878,C107,19.85,5411,credit,0.0,True,0.0
T100879,C119,180.93,4511,credit,0.025,False,0.025
T100880,C138,63.8,5411,credit,0.03,False,0.03
T100881,C114,843.21,5411,credit,0.025,False,0.025
T100882,C128,123.16,4511,credit,0.0,True,0.0
T100883,C106,72.25999999999999,8011,debit,0.025,False,0.025
T100884,C147,134.5,8011,debit,0.03,False,0.03
T100885,C124,81.19,5813,voucher,0.03,False,0.03
T100886,C142,527.92,5813,credit,0.0,True,0.0
T100887,C106,46.48,5813,credit,0.025,False,0.025
T100888,C107,490.46,8299,debit,0.0,True,0.0
T100889,C116,228.68,4511,pix_credit,0.03,False,0.03
T100890,C149,727.49,5812,pix_credit,0.028,False,0.028
T100891,C119,2437.8,8011,debit,0.025,False,0.025
T100892,C111,70.25,7512,credit,0.03,False,0.03
T100893,C138,729.93,5411,pix_credit,0.03,False,0.03
T100894,C146,40.09,7512,credit,0.028,False,0.028
T100895,C144,69.47999999999999,4511,debit,0.025,False,0.025
T100896,C149,719.13,7512,credit,0.028,False,0.028
T100897,C148,426.49,7512,credit,0.028,False,0.028
T100898,C107,732.72,5813,credit,0.0,True,0.0
T100899,C100,38.15,8299,debit,0.03,False,0.0
T100900,C147,48.71,8011,credit,0.03,False,0.03
T100901,C117,740.6,8299,debit,0.0,True,0.0
T100902,C110,51.65,5941,debit,0.025,False,0.025
T100903,C145,77.81,5411,pix_credit,0.028,False,0.028
T100904,C145,149.29,8299,debit,0.028,False,0.0
T100905,C143,229.79,5813,credit,0.028,False,0.028
T100906,C146,212.67,5812,credit,0.028,False,0.028
T100907,C143,628.72,8299,debit,0.028,False,0.0
T100908,C113,627.8,8299,credit,0.028,False,0.0
T100909,C136,144.87,5812,debit,0.028,False,0.028
T100910,C119,130.66,5941,credit,0.025,False,0.025
T100911,C112,133.61,5812,pix_debit,0.03,False,0.0
T100912,C122,92.43,5813,credit,0.03,False,0.03
T100913,C100,34.36,5812,debit,0.03,False,0.03
T100914,C145,399.74,8299,credit,0.028,False,0.0
T100915,C107,407.66,5812,credit,0.0,True,0.0
T100916,C145,218.92,5411,debit,0.028,False,0.028
T100917,C125,618.15,5813,voucher,0.025,False,0.025
T100918,C133,296.99,8299,voucher,0.025,False,0.0
T100919,C143,84.63,7512,debit,0.028,False,0.028
T100920,C115,382.86,5813,pix_debit,0.03,False,0.0
T100921,C111,107.67,5812,pix_debit,0.03,False,0.0
